Point_ID,tratamiento,Year,Date,NDVI,EVI,SAVI,LST,NDWI,LSWI,Snow
3771,sector no restaurado,1986,1986-02-06,0.692,0.544,0.498,23.109,-0.684,0.498,0
3771,sector no restaurado,1986,1986-03-10,0.669,0.457,0.442,21.929,-0.677,0.407,0
3771,sector no restaurado,1986,1986-03-26,0.638,0.424,0.417,20.983,-0.679,0.362,0
3771,sector no restaurado,1986,1986-04-11,0.369,0.28,0.261,10.708,-0.431,0.206,0
3771,sector no restaurado,1986,1986-04-27,0.515,0.311,0.324,14.225,-0.598,0.32,0
3771,sector no restaurado,1986,1986-07-16,,,,,,,
3771,sector no restaurado,1986,1986-08-17,,,,,,,
3771,sector no restaurado,1986,1986-09-02,0.215,0.132,0.128,11.152,-0.261,0.323,0
3771,sector no restaurado,1986,1986-09-18,0.238,0.138,0.14,7.054,-0.35,0.161,0
3771,sector no restaurado,1986,1986-10-04,0.407,0.207,0.217,21.981,-0.504,0.13,0
3771,sector no restaurado,1986,1986-10-20,0.397,0.223,0.228,16.648,-0.466,0.168,0
3771,sector no restaurado,1986,1986-11-05,0.429,0.259,0.262,18.515,-0.504,0.195,0
3771,sector no restaurado,1986,1986-12-07,,,,,,,
3771,sector no restaurado,1986,1986-12-23,0.679,0.475,0.45,29.88,-0.673,0.401,0
3772,sector no restaurado,1986,1986-02-06,0.74,0.585,0.528,22.61,-0.711,0.531,0
3772,sector no restaurado,1986,1986-03-10,0.68,0.455,0.445,21.461,-0.69,0.444,0
3772,sector no restaurado,1986,1986-03-26,0.685,0.458,0.441,20.036,-0.697,0.424,0
3772,sector no restaurado,1986,1986-04-11,0.405,0.304,0.283,9.672,-0.46,0.275,0
3772,sector no restaurado,1986,1986-04-27,0.52,0.306,0.32,13.22,-0.609,0.348,0
3772,sector no restaurado,1986,1986-07-16,,,,,,,
3772,sector no restaurado,1986,1986-08-17,,,,,,,
3772,sector no restaurado,1986,1986-09-02,0.346,0.161,0.167,10.134,-0.428,0.154,0
3772,sector no restaurado,1986,1986-09-18,0.319,0.16,0.166,5.998,-0.417,0.089,0
3772,sector no restaurado,1986,1986-10-04,0.416,0.194,0.207,21.044,-0.51,0.125,0
3772,sector no restaurado,1986,1986-10-20,0.398,0.204,0.211,15.678,-0.468,0.192,0
3772,sector no restaurado,1986,1986-11-05,0.454,0.253,0.259,16.597,-0.548,0.249,0
3772,sector no restaurado,1986,1986-12-07,,,,,,,
3772,sector no restaurado,1986,1986-12-23,0.709,0.482,0.457,28.095,-0.692,0.455,0
3773,sector no restaurado,1986,1986-02-06,0.748,0.605,0.542,22.11,-0.732,0.559,0
3773,sector no restaurado,1986,1986-03-10,0.739,0.521,0.489,20.989,-0.721,0.475,0
3773,sector no restaurado,1986,1986-03-26,0.692,0.461,0.451,19.561,-0.722,0.454,0
3773,sector no restaurado,1986,1986-04-11,0.429,0.333,0.302,9.153,-0.471,0.28,0
3773,sector no restaurado,1986,1986-04-27,0.569,0.35,0.362,12.711,-0.636,0.409,0
3773,sector no restaurado,1986,1986-07-16,,,,,,,
3773,sector no restaurado,1986,1986-08-17,,,,,,,
3773,sector no restaurado,1986,1986-09-02,0.273,0.152,0.147,9.108,-0.369,0.284,0
3773,sector no restaurado,1986,1986-09-18,0.393,0.198,0.203,5.998,-0.506,0.093,0
3773,sector no restaurado,1986,1986-10-04,0.434,0.209,0.22,20.572,-0.549,0.184,0
3773,sector no restaurado,1986,1986-10-20,0.428,0.22,0.229,14.697,-0.52,0.2,0
3773,sector no restaurado,1986,1986-11-05,0.479,0.275,0.275,15.627,-0.542,0.247,0
3773,sector no restaurado,1986,1986-12-07,,,,,,,
3773,sector no restaurado,1986,1986-12-23,0.709,0.478,0.457,27.19,-0.706,0.447,0
3773,sector no restaurado,1986,1986-02-06,0.748,0.605,0.542,22.11,-0.732,0.559,0
3773,sector no restaurado,1986,1986-03-10,0.739,0.521,0.489,20.989,-0.721,0.475,0
3773,sector no restaurado,1986,1986-03-26,0.692,0.461,0.451,19.561,-0.722,0.454,0
3773,sector no restaurado,1986,1986-04-11,0.429,0.333,0.302,9.153,-0.471,0.28,0
3773,sector no restaurado,1986,1986-04-27,0.569,0.35,0.362,12.711,-0.636,0.409,0
3773,sector no restaurado,1986,1986-07-16,,,,,,,
3773,sector no restaurado,1986,1986-08-17,,,,,,,
3773,sector no restaurado,1986,1986-09-02,0.273,0.152,0.147,9.108,-0.369,0.284,0
3773,sector no restaurado,1986,1986-09-18,0.393,0.198,0.203,5.998,-0.506,0.093,0
3773,sector no restaurado,1986,1986-10-04,0.434,0.209,0.22,20.572,-0.549,0.184,0
3773,sector no restaurado,1986,1986-10-20,0.428,0.22,0.229,14.697,-0.52,0.2,0
3773,sector no restaurado,1986,1986-11-05,0.479,0.275,0.275,15.627,-0.542,0.247,0
3773,sector no restaurado,1986,1986-12-07,,,,,,,
3773,sector no restaurado,1986,1986-12-23,0.709,0.478,0.457,27.19,-0.706,0.447,0
3774,sector no restaurado,1986,1986-02-06,0.638,0.473,0.431,21.796,-0.628,0.479,0
3774,sector no restaurado,1986,1986-03-10,0.571,0.386,0.387,21.14,-0.627,0.371,0
3774,sector no restaurado,1986,1986-03-26,0.57,0.378,0.376,19.246,-0.636,0.385,0
3774,sector no restaurado,1986,1986-04-11,0.381,0.29,0.273,8.336,-0.442,0.234,0
3774,sector no restaurado,1986,1986-04-27,0.504,0.309,0.322,12.41,-0.582,0.338,0
3774,sector no restaurado,1986,1986-07-16,,,,,,,
3774,sector no restaurado,1986,1986-08-17,,,,,,,
3774,sector no restaurado,1986,1986-09-02,,,,,,,
3774,sector no restaurado,1986,1986-09-18,0.304,0.169,0.175,6.237,-0.395,0.1,0
3774,sector no restaurado,1986,1986-10-04,0.317,0.174,0.181,20.255,-0.403,0.166,0
3774,sector no restaurado,1986,1986-10-20,0.356,0.196,0.205,13.897,-0.454,0.153,0
3774,sector no restaurado,1986,1986-11-05,0.4,0.247,0.246,15.801,-0.499,0.189,0
3774,sector no restaurado,1986,1986-12-07,,,,,,,
3774,sector no restaurado,1986,1986-12-23,0.636,0.421,0.413,25.952,-0.641,0.374,0
3775,sector no restaurado,1986,1986-02-06,0.306,0.193,0.188,21.796,-0.356,0.295,0
3775,sector no restaurado,1986,1986-03-10,0.366,0.255,0.247,21.605,-0.413,0.178,0
3775,sector no restaurado,1986,1986-03-26,0.309,0.203,0.206,19.718,-0.399,0.184,0
3775,sector no restaurado,1986,1986-04-11,0.267,0.203,0.19,8.336,-0.33,0.155,0
3775,sector no restaurado,1986,1986-04-27,0.268,0.158,0.167,12.916,-0.396,0.145,0
3775,sector no restaurado,1986,1986-07-16,,,,,,,
3775,sector no restaurado,1986,1986-08-17,,,,,,,
3775,sector no restaurado,1986,1986-09-02,,,,,,,
3775,sector no restaurado,1986,1986-09-18,0.133,0.081,0.085,6.764,-0.261,0.014,0
3775,sector no restaurado,1986,1986-10-04,0.14,0.089,0.093,21.191,-0.265,0.054,0
3775,sector no restaurado,1986,1986-10-20,0.204,0.13,0.135,14.389,-0.295,0.059,0
3775,sector no restaurado,1986,1986-11-05,0.234,0.16,0.159,17.247,-0.318,0.067,0
3775,sector no restaurado,1986,1986-12-07,,,,,,,
3775,sector no restaurado,1986,1986-12-23,0.398,0.278,0.28,26.407,-0.486,0.239,0
3963,sector no restaurado,1986,1986-02-06,0.483,0.295,0.291,24.093,-0.528,0.404,0
3963,sector no restaurado,1986,1986-03-10,0.506,0.344,0.338,23.32,-0.542,0.264,0
3963,sector no restaurado,1986,1986-03-26,0.478,0.322,0.321,22.852,-0.544,0.211,0
3963,sector no restaurado,1986,1986-04-11,0.274,0.2,0.196,11.221,-0.364,0.142,0
3963,sector no restaurado,1986,1986-04-27,0.332,0.203,0.218,16.214,-0.473,0.185,0
3963,sector no restaurado,1986,1986-07-16,,,,,,,
3963,sector no restaurado,1986,1986-08-17,,,,,,,
3963,sector no restaurado,1986,1986-09-02,0.105,0.073,0.069,12.164,-0.195,0.244,0
3963,sector no restaurado,1986,1986-09-18,0.134,0.083,0.085,8.1,-0.237,0.11,0
3963,sector no restaurado,1986,1986-10-04,0.255,0.14,0.148,23.833,-0.344,0.023,0
3963,sector no restaurado,1986,1986-10-20,0.255,0.15,0.155,18.566,-0.338,0.041,0
3963,sector no restaurado,1986,1986-11-05,0.28,0.172,0.178,18.99,-0.365,0.068,0
3963,sector no restaurado,1986,1986-12-07,,,,,,,
3963,sector no restaurado,1986,1986-12-23,0.531,0.37,0.358,30.765,-0.562,0.256,0
3964,sector no restaurado,1986,1986-02-06,0.678,0.461,0.43,23.105,-0.659,0.516,0
3964,sector no restaurado,1986,1986-03-10,0.67,0.439,0.431,22.394,-0.681,0.404,0
3964,sector no restaurado,1986,1986-03-26,0.621,0.381,0.396,21.451,-0.664,0.374,0
3964,sector no restaurado,1986,1986-04-11,0.368,0.274,0.257,10.192,-0.434,0.229,0
3964,sector no restaurado,1986,1986-04-27,0.501,0.293,0.311,14.728,-0.609,0.325,0
3964,sector no restaurado,1986,1986-07-16,,,,,,,
3964,sector no restaurado,1986,1986-08-17,,,,,,,
3964,sector no restaurado,1986,1986-09-02,0.291,0.161,0.155,10.646,-0.369,0.193,0
3964,sector no restaurado,1986,1986-09-18,0.272,0.147,0.149,7.054,-0.371,0.14,0
3964,sector no restaurado,1986,1986-10-04,0.389,0.19,0.199,22.445,-0.473,0.155,0
3964,sector no restaurado,1986,1986-10-20,0.376,0.203,0.208,17.13,-0.488,0.192,0
3964,sector no restaurado,1986,1986-11-05,0.435,0.242,0.248,17.079,-0.509,0.196,0
3964,sector no restaurado,1986,1986-12-07,,,,,,,
3964,sector no restaurado,1986,1986-12-23,0.69,0.457,0.443,28.991,-0.672,0.423,0
3964,sector no restaurado,1986,1986-02-06,0.678,0.461,0.43,23.105,-0.659,0.516,0
3964,sector no restaurado,1986,1986-03-10,0.67,0.439,0.431,22.394,-0.681,0.404,0
3964,sector no restaurado,1986,1986-03-26,0.621,0.381,0.396,21.451,-0.664,0.374,0
3964,sector no restaurado,1986,1986-04-11,0.368,0.274,0.257,10.192,-0.434,0.229,0
3964,sector no restaurado,1986,1986-04-27,0.501,0.293,0.311,14.728,-0.609,0.325,0
3964,sector no restaurado,1986,1986-07-16,,,,,,,
3964,sector no restaurado,1986,1986-08-17,,,,,,,
3964,sector no restaurado,1986,1986-09-02,0.291,0.161,0.155,10.646,-0.369,0.193,0
3964,sector no restaurado,1986,1986-09-18,0.272,0.147,0.149,7.054,-0.371,0.14,0
3964,sector no restaurado,1986,1986-10-04,0.389,0.19,0.199,22.445,-0.473,0.155,0
3964,sector no restaurado,1986,1986-10-20,0.376,0.203,0.208,17.13,-0.488,0.192,0
3964,sector no restaurado,1986,1986-11-05,0.435,0.242,0.248,17.079,-0.509,0.196,0
3964,sector no restaurado,1986,1986-12-07,,,,,,,
3964,sector no restaurado,1986,1986-12-23,0.69,0.457,0.443,28.991,-0.672,0.423,0
3965,sector no restaurado,1986,1986-02-06,0.71,0.52,0.477,22.11,-0.692,0.525,0
3965,sector no restaurado,1986,1986-03-10,0.69,0.471,0.458,21.461,-0.699,0.441,0
3965,sector no restaurado,1986,1986-03-26,0.668,0.451,0.445,20.983,-0.693,0.427,0
3965,sector no restaurado,1986,1986-04-11,0.41,0.316,0.293,9.153,-0.462,0.271,0
3965,sector no restaurado,1986,1986-04-27,0.533,0.322,0.344,13.723,-0.636,0.364,0
3965,sector no restaurado,1986,1986-07-16,,,,,,,
3965,sector no restaurado,1986,1986-08-17,,,,,,,
3965,sector no restaurado,1986,1986-09-02,0.34,0.171,0.18,9.108,-0.479,0.136,0
3965,sector no restaurado,1986,1986-09-18,0.374,0.19,0.195,6.528,-0.481,0.102,0
3965,sector no restaurado,1986,1986-10-04,0.441,0.222,0.232,20.572,-0.547,0.166,0
3965,sector no restaurado,1986,1986-10-20,0.427,0.229,0.233,15.678,-0.513,0.16,0
3965,sector no restaurado,1986,1986-11-05,0.479,0.275,0.275,16.112,-0.542,0.225,0
3965,sector no restaurado,1986,1986-12-07,,,,,,,
3965,sector no restaurado,1986,1986-12-23,0.709,0.482,0.457,27.19,-0.692,0.417,0
3966,sector no restaurado,1986,1986-02-06,0.693,0.465,0.437,21.796,-0.674,0.575,0
3966,sector no restaurado,1986,1986-03-10,0.695,0.486,0.467,20.672,-0.721,0.45,0
3966,sector no restaurado,1986,1986-03-26,0.689,0.476,0.462,20.193,-0.734,0.437,0
3966,sector no restaurado,1986,1986-04-11,0.422,0.322,0.304,7.809,-0.473,0.283,0
3966,sector no restaurado,1986,1986-04-27,0.59,0.37,0.387,12.916,-0.655,0.392,0
3966,sector no restaurado,1986,1986-07-16,,,,,,,
3966,sector no restaurado,1986,1986-08-17,,,,,,,
3966,sector no restaurado,1986,1986-09-02,,,,,,,
3966,sector no restaurado,1986,1986-09-18,0.412,0.204,0.211,6.237,-0.531,0.083,0
3966,sector no restaurado,1986,1986-10-04,0.458,0.227,0.239,19.308,-0.569,0.156,0
3966,sector no restaurado,1986,1986-10-20,0.462,0.253,0.256,14.878,-0.531,0.207,0
3966,sector no restaurado,1986,1986-11-05,0.482,0.28,0.284,15.801,-0.556,0.237,0
3966,sector no restaurado,1986,1986-12-07,,,,,,,
3966,sector no restaurado,1986,1986-12-23,0.698,0.483,0.455,25.952,-0.695,0.444,0
3967,sector no restaurado,1986,1986-02-06,0.685,0.417,0.381,21.796,-0.649,0.572,0
3967,sector no restaurado,1986,1986-03-10,0.668,0.47,0.452,20.672,-0.705,0.442,0
3967,sector no restaurado,1986,1986-03-26,0.693,0.477,0.467,19.718,-0.737,0.433,0
3967,sector no restaurado,1986,1986-04-11,0.422,0.322,0.304,7.809,-0.487,0.299,0
3967,sector no restaurado,1986,1986-04-27,0.573,0.361,0.378,12.41,-0.634,0.361,0
3967,sector no restaurado,1986,1986-07-16,,,,,,,
3967,sector no restaurado,1986,1986-08-17,,,,,,,
3967,sector no restaurado,1986,1986-09-02,,,,,,,
3967,sector no restaurado,1986,1986-09-18,0.4,0.208,0.22,6.237,-0.498,0.1,0
3967,sector no restaurado,1986,1986-10-04,0.438,0.231,0.242,18.833,-0.552,0.158,0
3967,sector no restaurado,1986,1986-10-20,0.403,0.229,0.234,14.389,-0.506,0.198,0
3967,sector no restaurado,1986,1986-11-05,0.447,0.27,0.273,16.286,-0.509,0.249,0
3967,sector no restaurado,1986,1986-12-07,,,,,,,
3967,sector no restaurado,1986,1986-12-23,0.658,0.462,0.442,25.952,-0.676,0.449,0
3968,sector no restaurado,1986,1986-02-06,0.566,0.298,0.288,22.295,-0.542,0.482,0
3968,sector no restaurado,1986,1986-03-10,0.608,0.431,0.415,21.14,-0.608,0.378,0
3968,sector no restaurado,1986,1986-03-26,0.624,0.439,0.422,20.193,-0.643,0.376,0
3968,sector no restaurado,1986,1986-04-11,0.416,0.327,0.302,7.809,-0.478,0.289,0
3968,sector no restaurado,1986,1986-04-27,0.522,0.334,0.341,12.916,-0.598,0.34,0
3968,sector no restaurado,1986,1986-07-16,,,,,,,
3968,sector no restaurado,1986,1986-08-17,,,,,,,
3968,sector no restaurado,1986,1986-09-02,,,,,,,
3968,sector no restaurado,1986,1986-09-18,0.339,0.197,0.205,6.764,-0.423,0.139,0
3968,sector no restaurado,1986,1986-10-04,0.333,0.188,0.203,19.783,-0.437,0.137,0
3968,sector no restaurado,1986,1986-10-20,0.31,0.19,0.197,14.878,-0.403,0.183,0
3968,sector no restaurado,1986,1986-11-05,0.349,0.227,0.232,17.247,-0.444,0.231,0
3968,sector no restaurado,1986,1986-12-07,,,,,,,
3968,sector no restaurado,1986,1986-12-23,0.551,0.407,0.392,26.407,-0.588,0.395,0
4156,sector no restaurado,1986,1986-02-06,0.593,0.304,0.291,24.093,-0.55,0.44,0
4156,sector no restaurado,1986,1986-03-10,0.555,0.346,0.344,22.859,-0.608,0.321,0
4156,sector no restaurado,1986,1986-03-26,0.534,0.328,0.328,23.314,-0.61,0.266,0
4156,sector no restaurado,1986,1986-04-11,0.295,0.212,0.2,11.221,-0.358,0.169,0
4156,sector no restaurado,1986,1986-04-27,0.401,0.223,0.236,16.214,-0.507,0.218,0
4156,sector no restaurado,1986,1986-07-16,,,,,,,
4156,sector no restaurado,1986,1986-08-17,,,,,,,
4156,sector no restaurado,1986,1986-09-02,0.171,0.088,0.09,11.152,-0.276,0.142,0
4156,sector no restaurado,1986,1986-09-18,0.192,0.117,0.112,8.62,-0.262,0.123,0
4156,sector no restaurado,1986,1986-10-04,0.333,0.156,0.165,23.372,-0.415,0.073,0
4156,sector no restaurado,1986,1986-10-20,0.301,0.164,0.17,19.513,-0.393,0.192,0
4156,sector no restaurado,1986,1986-11-05,0.358,0.202,0.211,18.99,-0.43,0.175,0
4156,sector no restaurado,1986,1986-12-07,,,,,,,
4156,sector no restaurado,1986,1986-12-23,0.613,0.405,0.394,30.324,-0.617,0.367,0
4156,sector no restaurado,1986,1986-02-06,0.593,0.304,0.291,24.093,-0.55,0.44,0
4156,sector no restaurado,1986,1986-03-10,0.555,0.346,0.344,22.859,-0.608,0.321,0
4156,sector no restaurado,1986,1986-03-26,0.534,0.328,0.328,23.314,-0.61,0.266,0
4156,sector no restaurado,1986,1986-04-11,0.295,0.212,0.2,11.221,-0.358,0.169,0
4156,sector no restaurado,1986,1986-04-27,0.401,0.223,0.236,16.214,-0.507,0.218,0
4156,sector no restaurado,1986,1986-07-16,,,,,,,
4156,sector no restaurado,1986,1986-08-17,,,,,,,
4156,sector no restaurado,1986,1986-09-02,0.171,0.088,0.09,11.152,-0.276,0.142,0
4156,sector no restaurado,1986,1986-09-18,0.192,0.117,0.112,8.62,-0.262,0.123,0
4156,sector no restaurado,1986,1986-10-04,0.333,0.156,0.165,23.372,-0.415,0.073,0
4156,sector no restaurado,1986,1986-10-20,0.301,0.164,0.17,19.513,-0.393,0.192,0
4156,sector no restaurado,1986,1986-11-05,0.358,0.202,0.211,18.99,-0.43,0.175,0
4156,sector no restaurado,1986,1986-12-07,,,,,,,
4156,sector no restaurado,1986,1986-12-23,0.613,0.405,0.394,30.324,-0.617,0.367,0
4157,sector no restaurado,1986,1986-02-06,0.651,0.34,0.323,23.601,-0.59,0.546,0
4157,sector no restaurado,1986,1986-03-10,0.655,0.441,0.434,21.461,-0.677,0.415,0
4157,sector no restaurado,1986,1986-03-26,0.638,0.412,0.417,21.919,-0.679,0.397,0
4157,sector no restaurado,1986,1986-04-11,0.393,0.301,0.28,9.672,-0.457,0.257,0
4157,sector no restaurado,1986,1986-04-27,0.526,0.303,0.327,14.728,-0.614,0.334,0
4157,sector no restaurado,1986,1986-07-16,,,,,,,
4157,sector no restaurado,1986,1986-08-17,,,,,,,
4157,sector no restaurado,1986,1986-09-02,0.255,0.159,0.151,9.621,-0.364,0.182,0
4157,sector no restaurado,1986,1986-09-18,0.333,0.183,0.184,8.1,-0.418,0.089,0
4157,sector no restaurado,1986,1986-10-04,0.439,0.229,0.237,21.044,-0.539,0.184,0
4157,sector no restaurado,1986,1986-10-20,0.438,0.243,0.248,17.609,-0.518,0.199,0
4157,sector no restaurado,1986,1986-11-05,0.461,0.277,0.276,18.04,-0.529,0.258,0
4157,sector no restaurado,1986,1986-12-07,,,,,,,
4157,sector no restaurado,1986,1986-12-23,0.664,0.463,0.44,28.543,-0.684,0.456,0
4158,sector no restaurado,1986,1986-02-06,0.639,0.308,0.296,22.791,-0.574,0.588,0
4158,sector no restaurado,1986,1986-03-10,0.729,0.514,0.49,20.2,-0.742,0.484,0
4158,sector no restaurado,1986,1986-03-26,0.708,0.49,0.475,20.661,-0.737,0.497,0
4158,sector no restaurado,1986,1986-04-11,0.446,0.342,0.319,8.336,-0.487,0.299,0
4158,sector no restaurado,1986,1986-04-27,0.585,0.359,0.381,13.422,-0.672,0.441,0
4158,sector no restaurado,1986,1986-07-16,,,,,,,
4158,sector no restaurado,1986,1986-08-17,,,,,,,
4158,sector no restaurado,1986,1986-09-02,,,,,,,
4158,sector no restaurado,1986,1986-09-18,0.421,0.211,0.218,6.764,-0.49,0.14,0
4158,sector no restaurado,1986,1986-10-04,0.495,0.251,0.254,18.833,-0.547,0.224,0
4158,sector no restaurado,1986,1986-10-20,0.531,0.297,0.297,15.852,-0.57,0.268,0
4158,sector no restaurado,1986,1986-11-05,0.546,0.334,0.333,16.768,-0.576,0.286,0
4158,sector no restaurado,1986,1986-12-07,,,,,,,
4158,sector no restaurado,1986,1986-12-23,0.747,0.551,0.507,27.309,-0.747,0.505,0
4159,sector no restaurado,1986,1986-02-06,0.607,0.27,0.264,22.295,-0.564,0.59,0
4159,sector no restaurado,1986,1986-03-10,0.698,0.473,0.457,19.728,-0.727,0.457,0
4159,sector no restaurado,1986,1986-03-26,0.692,0.457,0.451,20.193,-0.722,0.493,0
4159,sector no restaurado,1986,1986-04-11,0.436,0.335,0.304,7.809,-0.481,0.306,0
4159,sector no restaurado,1986,1986-04-27,0.6,0.362,0.374,12.41,-0.653,0.414,0
4159,sector no restaurado,1986,1986-07-16,,,,,,,
4159,sector no restaurado,1986,1986-08-17,,,,,,,
4159,sector no restaurado,1986,1986-09-02,,,,,,,
4159,sector no restaurado,1986,1986-09-18,0.434,0.21,0.213,6.764,-0.515,0.138,0
4159,sector no restaurado,1986,1986-10-04,0.463,0.22,0.228,17.876,-0.541,0.195,0
4159,sector no restaurado,1986,1986-10-20,0.519,0.273,0.278,15.367,-0.583,0.249,0
4159,sector no restaurado,1986,1986-11-05,0.546,0.319,0.318,16.768,-0.582,0.302,0
4159,sector no restaurado,1986,1986-12-07,,,,,,,
4159,sector no restaurado,1986,1986-12-23,0.76,0.529,0.497,26.407,-0.748,0.499,0
4160,sector no restaurado,1986,1986-02-06,0.651,0.319,0.308,22.295,-0.635,0.601,0
4160,sector no restaurado,1986,1986-03-10,0.707,0.489,0.47,19.728,-0.718,0.488,0
4160,sector no restaurado,1986,1986-03-26,0.689,0.467,0.462,19.718,-0.734,0.492,0
4160,sector no restaurado,1986,1986-04-11,0.447,0.345,0.315,7.283,-0.507,0.294,0
4160,sector no restaurado,1986,1986-04-27,0.593,0.367,0.377,12.41,-0.663,0.405,0
4160,sector no restaurado,1986,1986-07-16,,,,,,,
4160,sector no restaurado,1986,1986-08-17,,,,,,,
4160,sector no restaurado,1986,1986-09-02,,,,,,,
4160,sector no restaurado,1986,1986-09-18,0.429,0.218,0.224,6.764,-0.498,0.096,0
4160,sector no restaurado,1986,1986-10-04,0.448,0.228,0.238,17.394,-0.532,0.213,0
4160,sector no restaurado,1986,1986-10-20,0.498,0.268,0.275,14.878,-0.574,0.222,0
4160,sector no restaurado,1986,1986-11-05,0.542,0.32,0.321,17.247,-0.59,0.291,0
4160,sector no restaurado,1986,1986-12-07,,,,,,,
4160,sector no restaurado,1986,1986-12-23,0.768,0.553,0.512,26.858,-0.742,0.513,0
4350,sector no restaurado,1986,1986-02-06,0.534,0.219,0.217,23.772,-0.459,0.542,0
4350,sector no restaurado,1986,1986-03-10,0.623,0.413,0.404,21.14,-0.66,0.407,0
4350,sector no restaurado,1986,1986-03-26,0.593,0.399,0.394,21.598,-0.661,0.379,0
4350,sector no restaurado,1986,1986-04-11,0.356,0.269,0.25,10.411,-0.419,0.222,0
4350,sector no restaurado,1986,1986-04-27,0.466,0.279,0.293,13.921,-0.542,0.314,0
4350,sector no restaurado,1986,1986-07-16,,,,,,,
4350,sector no restaurado,1986,1986-08-17,,,,,,,
4350,sector no restaurado,1986,1986-09-02,,,,,,,
4350,sector no restaurado,1986,1986-09-18,0.288,0.152,0.157,8.326,-0.392,0.14,0
4350,sector no restaurado,1986,1986-10-04,0.407,0.209,0.212,19.783,-0.51,0.146,0
4350,sector no restaurado,1986,1986-10-20,0.369,0.196,0.202,17.295,-0.463,0.151,0
4350,sector no restaurado,1986,1986-11-05,0.433,0.246,0.251,18.675,-0.504,0.196,0
4350,sector no restaurado,1986,1986-12-07,,,,,,,
4350,sector no restaurado,1986,1986-12-23,0.665,0.43,0.419,29.1,-0.66,0.375,0
4351,sector no restaurado,1986,1986-02-06,,,,,,,
4351,sector no restaurado,1986,1986-03-10,0.69,0.48,0.458,19.728,-0.715,0.45,0
4351,sector no restaurado,1986,1986-03-26,0.688,0.46,0.446,20.661,-0.701,0.43,0
4351,sector no restaurado,1986,1986-04-11,0.405,0.311,0.283,9.378,-0.46,0.283,0
4351,sector no restaurado,1986,1986-04-27,0.557,0.34,0.349,12.41,-0.625,0.407,0
4351,sector no restaurado,1986,1986-07-16,,,,,,,
4351,sector no restaurado,1986,1986-08-17,,,,,,,
4351,sector no restaurado,1986,1986-09-02,,,,,,,
4351,sector no restaurado,1986,1986-09-18,0.384,0.189,0.196,7.287,-0.473,0.159,0
4351,sector no restaurado,1986,1986-10-04,0.452,0.219,0.227,17.876,-0.525,0.195,0
4351,sector no restaurado,1986,1986-10-20,0.444,0.229,0.235,15.852,-0.5,0.209,0
4351,sector no restaurado,1986,1986-11-05,0.493,0.284,0.282,18.2,-0.558,0.263,0
4351,sector no restaurado,1986,1986-12-07,,,,,,,
4351,sector no restaurado,1986,1986-12-23,0.719,0.481,0.46,28.208,-0.719,0.451,0
5324,sector restaurado,1986,1986-02-06,,,,,,,
5324,sector restaurado,1986,1986-03-10,0.691,0.516,0.487,18.258,-0.697,0.446,0
5324,sector restaurado,1986,1986-03-26,0.676,0.474,0.471,18.727,-0.714,0.444,0
5324,sector restaurado,1986,1986-04-11,0.44,0.336,0.313,7.331,-0.497,0.309,0
5324,sector restaurado,1986,1986-04-27,0.545,0.346,0.366,11.918,-0.618,0.388,0
5324,sector restaurado,1986,1986-07-16,,,,,,,
5324,sector restaurado,1986,1986-08-17,,,,,,,
5324,sector restaurado,1986,1986-09-02,0.314,0.183,0.188,7.809,-0.432,0.232,0
5324,sector restaurado,1986,1986-09-18,0.315,0.176,0.187,6.805,-0.457,0.128,0
5324,sector restaurado,1986,1986-10-04,0.379,0.218,0.229,17.359,-0.494,0.234,0
5324,sector restaurado,1986,1986-10-20,0.377,0.219,0.225,14.372,-0.468,0.183,0
5324,sector restaurado,1986,1986-11-05,0.424,0.257,0.258,15.773,-0.499,0.244,0
5324,sector restaurado,1986,1986-12-07,,,,,,,
5324,sector restaurado,1986,1986-12-23,0.655,0.45,0.438,25.863,-0.673,0.452,0
5325,sector restaurado,1986,1986-02-06,,,,,,,
5325,sector restaurado,1986,1986-03-10,0.367,0.251,0.251,19.205,-0.438,0.178,0
5325,sector restaurado,1986,1986-03-26,0.446,0.296,0.301,19.198,-0.523,0.234,0
5325,sector restaurado,1986,1986-04-11,0.26,0.191,0.184,8.373,-0.336,0.14,0
5325,sector restaurado,1986,1986-04-27,0.361,0.219,0.235,11.918,-0.454,0.204,0
5325,sector restaurado,1986,1986-07-16,,,,,,,
5325,sector restaurado,1986,1986-08-17,,,,,,,
5325,sector restaurado,1986,1986-09-02,0.19,0.114,0.119,8.838,-0.308,0.116,0
5325,sector restaurado,1986,1986-09-18,0.181,0.111,0.117,7.84,-0.301,0.056,0
5325,sector restaurado,1986,1986-10-04,0.193,0.12,0.128,18.313,-0.319,0.097,0
5325,sector restaurado,1986,1986-10-20,0.177,0.114,0.119,15.343,-0.295,0.093,0
5325,sector restaurado,1986,1986-11-05,0.197,0.129,0.134,17.209,-0.318,0.084,0
5325,sector restaurado,1986,1986-12-07,,,,,,,
5325,sector restaurado,1986,1986-12-23,0.306,0.211,0.215,26.762,-0.414,0.212,0
5514,sector restaurado,1986,1986-02-06,,,,,,,
5514,sector restaurado,1986,1986-03-10,0.701,0.501,0.476,18.522,-0.71,0.459,0
5514,sector restaurado,1986,1986-03-26,0.668,0.456,0.445,19.943,-0.693,0.436,0
