Point_ID,tratamiento,Year,Date,NDVI,EVI,SAVI,LST,NDWI,LSWI,Snow
4351,sector no restaurado,2004,2004-10-21,0.157,0.084,0.086,43.49,-0.237,-0.463,0
4351,sector no restaurado,2004,2004-11-06,0.19,0.108,0.108,42.954,-0.273,-0.446,0
4351,sector no restaurado,2004,2004-11-22,0.147,0.085,0.085,45.001,-0.28,-0.434,0
4351,sector no restaurado,2004,2004-12-08,0.164,0.097,0.094,49.602,-0.265,-0.445,0
4351,sector no restaurado,2004,2004-12-24,0.174,0.091,0.092,46.659,-0.261,-0.491,0
5324,sector restaurado,2004,2004-01-07,0.23,0.133,0.139,29.169,-0.384,-0.251,0
5324,sector restaurado,2004,2004-01-23,0.169,0.121,0.122,44.311,-0.288,-0.313,0
5324,sector restaurado,2004,2004-02-08,,,,,,,
5324,sector restaurado,2004,2004-02-24,0.179,0.112,0.116,28.359,-0.303,-0.335,0
5324,sector restaurado,2004,2004-03-11,0.16,0.112,0.114,31.725,-0.265,-0.229,0
5324,sector restaurado,2004,2004-03-27,0.121,0.083,0.084,34.443,-0.227,-0.271,0
5324,sector restaurado,2004,2004-04-12,0.141,0.094,0.096,33.629,-0.248,-0.341,0
5324,sector restaurado,2004,2004-04-28,0.122,0.073,0.071,19.373,-0.221,-0.158,0
5324,sector restaurado,2004,2004-05-14,0.138,0.099,0.099,17.739,-0.26,-0.253,0
5324,sector restaurado,2004,2004-05-30,,,,,,,
5324,sector restaurado,2004,2004-06-15,0.13,0.083,0.089,17.462,-0.275,-0.287,0
5324,sector restaurado,2004,2004-07-01,,,,,,,
5324,sector restaurado,2004,2004-07-17,0.129,0.089,0.089,11.969,-0.221,-0.157,0
5324,sector restaurado,2004,2004-08-02,0.106,0.088,0.08,8.329,-0.179,-0.107,0
5324,sector restaurado,2004,2004-08-18,,,,,,,
5324,sector restaurado,2004,2004-09-03,0.152,0.096,0.101,28.157,-0.254,-0.132,0
5324,sector restaurado,2004,2004-09-19,0.138,0.096,0.1,27.179,-0.25,-0.221,0
5324,sector restaurado,2004,2004-10-05,0.155,0.105,0.11,35.448,-0.273,-0.258,0
5324,sector restaurado,2004,2004-10-21,0.133,0.093,0.097,40.52,-0.261,-0.239,0
5324,sector restaurado,2004,2004-11-06,0.111,0.079,0.082,41.156,-0.234,-0.237,0
5324,sector restaurado,2004,2004-11-22,0.136,0.097,0.098,43.999,-0.258,-0.291,0
5324,sector restaurado,2004,2004-12-08,0.149,0.106,0.107,45.377,-0.277,-0.292,0
5324,sector restaurado,2004,2004-12-24,0.135,0.09,0.093,45.654,-0.271,-0.325,0
5325,sector restaurado,2004,2004-01-07,0.144,0.089,0.094,29.165,-0.278,-0.127,0
5325,sector restaurado,2004,2004-01-23,0.126,0.094,0.094,43.025,-0.22,-0.181,0
5325,sector restaurado,2004,2004-02-08,,,,,,,
5325,sector restaurado,2004,2004-02-24,0.129,0.087,0.09,27.036,-0.248,-0.149,0
5325,sector restaurado,2004,2004-03-11,0.105,0.074,0.074,30.409,-0.201,-0.083,0
5325,sector restaurado,2004,2004-03-27,0.096,0.066,0.066,32.747,-0.211,-0.116,0
5325,sector restaurado,2004,2004-04-12,0.103,0.07,0.071,31.948,-0.219,-0.17,0
5325,sector restaurado,2004,2004-04-28,0.054,0.031,0.031,18.887,-0.142,-0.073,0
5325,sector restaurado,2004,2004-05-14,0.098,0.07,0.07,16.789,-0.209,-0.083,0
5325,sector restaurado,2004,2004-05-30,,,,,,,
5325,sector restaurado,2004,2004-06-15,0.093,0.06,0.062,16.002,-0.218,-0.156,0
5325,sector restaurado,2004,2004-07-01,,,,,,,
5325,sector restaurado,2004,2004-07-17,0.056,0.038,0.038,10.462,-0.138,-0.059,0
5325,sector restaurado,2004,2004-08-02,0.091,0.066,0.063,7.813,-0.204,-0.036,0
5325,sector restaurado,2004,2004-08-18,,,,,,,
5325,sector restaurado,2004,2004-09-03,0.092,0.059,0.064,26.838,-0.214,-0.089,0
5325,sector restaurado,2004,2004-09-19,0.064,0.045,0.047,26.301,-0.168,-0.104,0
5325,sector restaurado,2004,2004-10-05,0.097,0.069,0.071,34.197,-0.206,-0.117,0
5325,sector restaurado,2004,2004-10-21,0.07,0.05,0.052,38.52,-0.191,-0.103,0
5325,sector restaurado,2004,2004-11-06,0.076,0.057,0.058,39.959,-0.187,-0.094,0
5325,sector restaurado,2004,2004-11-22,0.086,0.065,0.066,42.444,-0.216,-0.137,0
5325,sector restaurado,2004,2004-12-08,0.104,0.077,0.078,44.157,-0.221,-0.145,0
5325,sector restaurado,2004,2004-12-24,0.092,0.066,0.068,43.723,-0.206,-0.154,0
5514,sector restaurado,2004,2004-01-07,0.298,0.138,0.145,30.413,-0.463,-0.385,0
5514,sector restaurado,2004,2004-01-23,0.217,0.131,0.127,46.023,-0.322,-0.469,0
5514,sector restaurado,2004,2004-02-08,,,,,,,
5514,sector restaurado,2004,2004-02-24,0.218,0.112,0.117,30.471,-0.358,-0.487,0
5514,sector restaurado,2004,2004-03-11,0.225,0.131,0.13,33.838,-0.33,-0.443,0
5514,sector restaurado,2004,2004-03-27,0.222,0.13,0.128,36.531,-0.318,-0.435,0
5514,sector restaurado,2004,2004-04-12,0.196,0.107,0.11,36.538,-0.311,-0.514,0
5514,sector restaurado,2004,2004-04-28,0.133,0.068,0.068,22.049,-0.215,-0.332,0
5514,sector restaurado,2004,2004-05-14,0.175,0.107,0.108,20.371,-0.282,-0.435,0
5514,sector restaurado,2004,2004-05-30,,,,,,,
5514,sector restaurado,2004,2004-06-15,0.203,0.117,0.117,20.125,-0.324,-0.427,0
5514,sector restaurado,2004,2004-07-01,,,,,,,
5514,sector restaurado,2004,2004-07-17,0.176,0.093,0.097,13.682,-0.301,-0.468,0
5514,sector restaurado,2004,2004-08-02,0.165,0.107,0.102,10.558,-0.25,-0.371,0
5514,sector restaurado,2004,2004-08-18,,,,,,,
5514,sector restaurado,2004,2004-09-03,0.208,0.114,0.113,30.259,-0.308,-0.465,0
5514,sector restaurado,2004,2004-09-19,0.159,0.094,0.094,29.281,-0.27,-0.436,0
5514,sector restaurado,2004,2004-10-05,0.169,0.097,0.097,37.109,-0.263,-0.467,0
5514,sector restaurado,2004,2004-10-21,0.162,0.097,0.097,43.36,-0.267,-0.443,0
5514,sector restaurado,2004,2004-11-06,0.165,0.104,0.103,43.213,-0.291,-0.426,0
5514,sector restaurado,2004,2004-11-22,0.142,0.087,0.086,45.657,-0.244,-0.452,0
5514,sector restaurado,2004,2004-12-08,0.179,0.106,0.105,48.672,-0.274,-0.469,0
5514,sector restaurado,2004,2004-12-24,0.185,0.101,0.103,47.694,-0.288,-0.487,0
5515,sector restaurado,2004,2004-01-07,0.314,0.159,0.168,29.951,-0.463,-0.33,0
5515,sector restaurado,2004,2004-01-23,0.21,0.132,0.133,45.172,-0.301,-0.423,0
5515,sector restaurado,2004,2004-02-08,,,,,,,
5515,sector restaurado,2004,2004-02-24,0.226,0.13,0.134,29.593,-0.342,-0.413,0
5515,sector restaurado,2004,2004-03-11,0.183,0.12,0.118,32.966,-0.299,-0.361,0
5515,sector restaurado,2004,2004-03-27,0.154,0.103,0.102,35.266,-0.278,-0.346,0
5515,sector restaurado,2004,2004-04-12,0.184,0.115,0.116,34.873,-0.301,-0.442,0
5515,sector restaurado,2004,2004-04-28,0.112,0.061,0.061,21.567,-0.212,-0.253,0
5515,sector restaurado,2004,2004-05-14,0.179,0.123,0.122,19.431,-0.303,-0.349,0
5515,sector restaurado,2004,2004-05-30,,,,,,,
5515,sector restaurado,2004,2004-06-15,0.216,0.137,0.135,19.164,-0.309,-0.353,0
5515,sector restaurado,2004,2004-07-01,,,,,,,
5515,sector restaurado,2004,2004-07-17,0.138,0.089,0.088,13.186,-0.222,-0.342,0
5515,sector restaurado,2004,2004-08-02,0.121,0.091,0.087,9.539,-0.243,-0.249,0
5515,sector restaurado,2004,2004-08-18,,,,,,,
5515,sector restaurado,2004,2004-09-03,0.198,0.112,0.113,29.387,-0.319,-0.377,0
5515,sector restaurado,2004,2004-09-19,0.165,0.106,0.106,28.844,-0.289,-0.344,0
5515,sector restaurado,2004,2004-10-05,0.178,0.112,0.115,36.695,-0.299,-0.365,0
5515,sector restaurado,2004,2004-10-21,0.154,0.099,0.102,41.778,-0.279,-0.355,0
5515,sector restaurado,2004,2004-11-06,0.142,0.096,0.099,42.417,-0.247,-0.332,0
5515,sector restaurado,2004,2004-11-22,0.155,0.104,0.102,44.488,-0.276,-0.385,0
5515,sector restaurado,2004,2004-12-08,0.187,0.12,0.121,47.465,-0.287,-0.397,0
5515,sector restaurado,2004,2004-12-24,0.164,0.1,0.103,46.925,-0.311,-0.416,0
5516,sector restaurado,2004,2004-01-07,0.216,0.126,0.134,29.948,-0.383,-0.214,0
5516,sector restaurado,2004,2004-01-23,0.144,0.101,0.102,43.88,-0.265,-0.304,0
5516,sector restaurado,2004,2004-02-08,,,,,,,
5516,sector restaurado,2004,2004-02-24,0.192,0.125,0.127,28.711,-0.31,-0.286,0
5516,sector restaurado,2004,2004-03-11,0.146,0.104,0.102,32.091,-0.244,-0.226,0
5516,sector restaurado,2004,2004-03-27,0.113,0.077,0.078,33.561,-0.193,-0.234,0
5516,sector restaurado,2004,2004-04-12,0.114,0.075,0.077,33.609,-0.231,-0.332,0
5516,sector restaurado,2004,2004-04-28,0.082,0.046,0.046,21.085,-0.182,-0.15,0
5516,sector restaurado,2004,2004-05-14,0.12,0.085,0.084,18.484,-0.216,-0.266,0
5516,sector restaurado,2004,2004-05-30,,,,,,,
5516,sector restaurado,2004,2004-06-15,0.13,0.083,0.089,17.708,-0.254,-0.261,0
5516,sector restaurado,2004,2004-07-01,,,,,,,
5516,sector restaurado,2004,2004-07-17,0.068,0.054,0.049,12.181,-0.146,-0.134,0
5516,sector restaurado,2004,2004-08-02,0.088,0.071,0.066,9.026,-0.166,-0.124,0
5516,sector restaurado,2004,2004-08-18,,,,,,,
5516,sector restaurado,2004,2004-09-03,0.146,0.089,0.094,28.068,-0.259,-0.23,0
5516,sector restaurado,2004,2004-09-19,0.097,0.063,0.066,27.969,-0.224,-0.232,0
5516,sector restaurado,2004,2004-10-05,0.127,0.087,0.089,35.441,-0.254,-0.235,0
5516,sector restaurado,2004,2004-10-21,0.109,0.076,0.078,40.178,-0.239,-0.227,0
5516,sector restaurado,2004,2004-11-06,0.105,0.078,0.078,41.217,-0.222,-0.21,0
5516,sector restaurado,2004,2004-11-22,0.131,0.094,0.094,42.919,-0.247,-0.26,0
5516,sector restaurado,2004,2004-12-08,0.111,0.078,0.081,46.655,-0.253,-0.257,0
5516,sector restaurado,2004,2004-12-24,0.114,0.078,0.08,45.377,-0.226,-0.293,0
5704,sector restaurado,2004,2004-01-07,0.219,0.11,0.115,30.867,-0.367,-0.375,0
5704,sector restaurado,2004,2004-01-23,0.17,0.105,0.105,45.165,-0.286,-0.42,0
5704,sector restaurado,2004,2004-02-08,,,,,,,
5704,sector restaurado,2004,2004-02-24,0.211,0.112,0.116,30.898,-0.3,-0.439,0
5704,sector restaurado,2004,2004-03-11,0.174,0.103,0.104,34.265,-0.287,-0.392,0
5704,sector restaurado,2004,2004-03-27,0.147,0.086,0.088,35.683,-0.246,-0.401,0
5704,sector restaurado,2004,2004-04-12,0.162,0.094,0.095,36.118,-0.27,-0.458,0
5704,sector restaurado,2004,2004-04-28,0.113,0.06,0.061,22.524,-0.198,-0.289,0
5704,sector restaurado,2004,2004-05-14,0.158,0.097,0.099,20.832,-0.272,-0.394,0
5704,sector restaurado,2004,2004-05-30,,,,,,,
5704,sector restaurado,2004,2004-06-15,0.125,0.076,0.079,20.596,-0.26,-0.357,0
5704,sector restaurado,2004,2004-07-01,,,,,,,
5704,sector restaurado,2004,2004-07-17,0.148,0.083,0.088,14.669,-0.262,-0.386,0
5704,sector restaurado,2004,2004-08-02,0.15,0.096,0.094,11.06,-0.23,-0.335,0
5704,sector restaurado,2004,2004-08-18,,,,,,,
5704,sector restaurado,2004,2004-09-03,0.166,0.096,0.099,30.256,-0.28,-0.351,0
5704,sector restaurado,2004,2004-09-19,0.148,0.091,0.094,30.577,-0.258,-0.357,0
5704,sector restaurado,2004,2004-10-05,0.148,0.09,0.092,37.929,-0.262,-0.376,0
5704,sector restaurado,2004,2004-10-21,0.152,0.096,0.097,42.564,-0.27,-0.368,0
5704,sector restaurado,2004,2004-11-06,0.142,0.092,0.093,42.81,-0.257,-0.339,0
5704,sector restaurado,2004,2004-11-22,0.146,0.095,0.097,44.481,-0.27,-0.35,0
5704,sector restaurado,2004,2004-12-08,0.144,0.09,0.091,49.065,-0.265,-0.385,0
5704,sector restaurado,2004,2004-12-24,0.151,0.09,0.093,47.305,-0.251,-0.39,0
5705,sector restaurado,2004,2004-01-07,0.263,0.131,0.139,30.413,-0.421,-0.344,0
5705,sector restaurado,2004,2004-01-23,0.217,0.134,0.133,45.168,-0.322,-0.421,0
5705,sector restaurado,2004,2004-02-08,,,,,,,
5705,sector restaurado,2004,2004-02-24,0.212,0.119,0.123,30.905,-0.318,-0.418,0
5705,sector restaurado,2004,2004-03-11,0.202,0.122,0.123,33.838,-0.313,-0.38,0
5705,sector restaurado,2004,2004-03-27,0.174,0.106,0.108,35.266,-0.284,-0.378,0
5705,sector restaurado,2004,2004-04-12,0.142,0.085,0.089,35.29,-0.291,-0.436,0
5705,sector restaurado,2004,2004-04-28,0.128,0.069,0.069,22.527,-0.212,-0.28,0
5705,sector restaurado,2004,2004-05-14,0.175,0.112,0.115,20.371,-0.293,-0.362,0
5705,sector restaurado,2004,2004-05-30,,,,,,,
5705,sector restaurado,2004,2004-06-15,0.159,0.095,0.097,20.125,-0.296,-0.377,0
5705,sector restaurado,2004,2004-07-01,,,,,,,
5705,sector restaurado,2004,2004-07-17,0.188,0.112,0.115,14.181,-0.301,-0.361,0
5705,sector restaurado,2004,2004-08-02,0.146,0.098,0.094,11.063,-0.253,-0.328,0
5705,sector restaurado,2004,2004-08-18,,,,,,,
5705,sector restaurado,2004,2004-09-03,0.181,0.103,0.106,29.825,-0.309,-0.321,0
5705,sector restaurado,2004,2004-09-19,0.179,0.108,0.112,29.716,-0.289,-0.362,0
5705,sector restaurado,2004,2004-10-05,0.182,0.112,0.115,37.522,-0.299,-0.368,0
5705,sector restaurado,2004,2004-10-21,0.168,0.106,0.107,42.174,-0.29,-0.372,0
5705,sector restaurado,2004,2004-11-06,0.161,0.108,0.108,42.417,-0.265,-0.344,0
5705,sector restaurado,2004,2004-11-22,0.158,0.102,0.102,44.488,-0.263,-0.373,0
5705,sector restaurado,2004,2004-12-08,0.164,0.106,0.106,49.072,-0.28,-0.378,0
5705,sector restaurado,2004,2004-12-24,0.13,0.082,0.083,47.312,-0.272,-0.389,0
5706,sector restaurado,2004,2004-01-07,0.308,0.163,0.172,30.413,-0.454,-0.281,0
5706,sector restaurado,2004,2004-01-23,0.243,0.163,0.159,44.738,-0.341,-0.368,0
5706,sector restaurado,2004,2004-02-08,,,,,,,
5706,sector restaurado,2004,2004-02-24,0.24,0.139,0.146,30.471,-0.365,-0.375,0
5706,sector restaurado,2004,2004-03-11,0.204,0.129,0.13,33.404,-0.299,-0.34,0
5706,sector restaurado,2004,2004-03-27,0.198,0.129,0.127,34.415,-0.301,-0.346,0
5706,sector restaurado,2004,2004-04-12,0.196,0.12,0.123,34.873,-0.301,-0.414,0
5706,sector restaurado,2004,2004-04-28,0.138,0.077,0.079,22.527,-0.23,-0.236,0
5706,sector restaurado,2004,2004-05-14,0.208,0.139,0.138,19.899,-0.312,-0.346,0
5706,sector restaurado,2004,2004-05-30,,,,,,,
5706,sector restaurado,2004,2004-06-15,0.207,0.132,0.133,19.164,-0.308,-0.315,0
5706,sector restaurado,2004,2004-07-01,,,,,,,
5706,sector restaurado,2004,2004-07-17,0.169,0.105,0.106,13.682,-0.313,-0.357,0
5706,sector restaurado,2004,2004-08-02,0.174,0.116,0.117,10.558,-0.285,-0.278,0
5706,sector restaurado,2004,2004-08-18,,,,,,,
5706,sector restaurado,2004,2004-09-03,0.219,0.128,0.134,29.387,-0.337,-0.239,0
5706,sector restaurado,2004,2004-09-19,0.177,0.115,0.117,28.844,-0.304,-0.318,0
5706,sector restaurado,2004,2004-10-05,0.187,0.119,0.12,36.692,-0.313,-0.361,0
5706,sector restaurado,2004,2004-10-21,0.162,0.106,0.107,40.981,-0.279,-0.351,0
5706,sector restaurado,2004,2004-11-06,0.165,0.113,0.113,42.017,-0.294,-0.324,0
5706,sector restaurado,2004,2004-11-22,0.182,0.123,0.121,43.706,-0.294,-0.35,0
5706,sector restaurado,2004,2004-12-08,0.176,0.117,0.116,48.269,-0.276,-0.362,0
5706,sector restaurado,2004,2004-12-24,0.185,0.116,0.117,46.925,-0.304,-0.372,0
5707,sector restaurado,2004,2004-01-07,0.281,0.149,0.161,29.948,-0.461,-0.258,0
5707,sector restaurado,2004,2004-01-23,0.201,0.136,0.137,43.88,-0.334,-0.342,0
5707,sector restaurado,2004,2004-02-08,,,,,,,
5707,sector restaurado,2004,2004-02-24,0.205,0.127,0.133,29.593,-0.339,-0.34,0
5707,sector restaurado,2004,2004-03-11,0.209,0.129,0.13,32.529,-0.314,-0.329,0
5707,sector restaurado,2004,2004-03-27,0.183,0.114,0.114,33.134,-0.276,-0.351,0
5707,sector restaurado,2004,2004-04-12,0.157,0.102,0.103,33.609,-0.284,-0.396,0
5707,sector restaurado,2004,2004-04-28,0.138,0.079,0.079,22.049,-0.252,-0.213,0
5707,sector restaurado,2004,2004-05-14,0.177,0.122,0.122,18.956,-0.293,-0.331,0
5707,sector restaurado,2004,2004-05-30,,,,,,,
5707,sector restaurado,2004,2004-06-15,0.146,0.094,0.097,17.708,-0.308,-0.315,0
5707,sector restaurado,2004,2004-07-01,,,,,,,
5707,sector restaurado,2004,2004-07-17,0.158,0.106,0.106,12.684,-0.249,-0.281,0
5707,sector restaurado,2004,2004-08-02,0.147,0.104,0.102,9.539,-0.258,-0.223,0
5707,sector restaurado,2004,2004-08-18,,,,,,,
5707,sector restaurado,2004,2004-09-03,0.197,0.115,0.12,28.509,-0.309,-0.26,0
5707,sector restaurado,2004,2004-09-19,0.155,0.101,0.105,27.969,-0.291,-0.301,0
5707,sector restaurado,2004,2004-10-05,0.187,0.125,0.125,35.861,-0.294,-0.311,0
5707,sector restaurado,2004,2004-10-21,0.16,0.109,0.111,39.775,-0.275,-0.305,0
5707,sector restaurado,2004,2004-11-06,0.163,0.112,0.113,40.814,-0.273,-0.303,0
5707,sector restaurado,2004,2004-11-22,0.14,0.099,0.098,42.523,-0.259,-0.322,0
5707,sector restaurado,2004,2004-12-08,0.166,0.111,0.111,47.465,-0.277,-0.336,0
5707,sector restaurado,2004,2004-12-24,0.156,0.1,0.103,46.153,-0.275,-0.35,0
5895,sector restaurado,2004,2004-01-07,0.106,0.067,0.07,30.867,-0.236,-0.189,0
5895,sector restaurado,2004,2004-01-23,0.089,0.063,0.064,44.304,-0.21,-0.192,0
5895,sector restaurado,2004,2004-02-08,,,,,,,
5895,sector restaurado,2004,2004-02-24,0.106,0.071,0.073,30.898,-0.21,-0.203,0
5895,sector restaurado,2004,2004-03-11,0.128,0.09,0.091,33.831,-0.251,-0.195,0
5895,sector restaurado,2004,2004-03-27,0.095,0.066,0.068,33.985,-0.205,-0.197,0
5895,sector restaurado,2004,2004-04-12,0.092,0.065,0.066,34.026,-0.211,-0.253,0
5895,sector restaurado,2004,2004-04-28,0.08,0.053,0.053,22.042,-0.192,-0.119,0
5895,sector restaurado,2004,2004-05-14,0.084,0.064,0.065,20.364,-0.186,-0.195,0
5895,sector restaurado,2004,2004-05-30,,,,,,,
5895,sector restaurado,2004,2004-06-15,0.077,0.054,0.057,19.157,-0.214,-0.173,0
5895,sector restaurado,2004,2004-07-01,,,,,,,
5895,sector restaurado,2004,2004-07-17,0.078,0.056,0.059,14.669,-0.214,-0.172,0
5895,sector restaurado,2004,2004-08-02,0.069,0.05,0.051,11.06,-0.19,-0.163,0
5895,sector restaurado,2004,2004-08-18,,,,,,,
5895,sector restaurado,2004,2004-09-03,0.1,0.07,0.071,30.252,-0.212,-0.188,0
5895,sector restaurado,2004,2004-09-19,0.079,0.057,0.058,30.143,-0.196,-0.182,0
5895,sector restaurado,2004,2004-10-05,0.083,0.062,0.061,37.516,-0.18,-0.192,0
5895,sector restaurado,2004,2004-10-21,0.076,0.055,0.056,40.571,-0.192,-0.186,0
5895,sector restaurado,2004,2004-11-06,0.093,0.068,0.069,41.61,-0.199,-0.177,0
5895,sector restaurado,2004,2004-11-22,0.082,0.06,0.06,42.913,-0.193,-0.186,0
5895,sector restaurado,2004,2004-12-08,0.081,0.059,0.06,48.662,-0.194,-0.192,0
5895,sector restaurado,2004,2004-12-24,0.062,0.044,0.045,46.536,-0.184,-0.194,0
5896,sector restaurado,2004,2004-01-07,0.154,0.095,0.098,30.413,-0.289,-0.226,0
5896,sector restaurado,2004,2004-01-23,0.116,0.084,0.083,44.307,-0.2,-0.249,0
5896,sector restaurado,2004,2004-02-08,,,,,,,
5896,sector restaurado,2004,2004-02-24,0.131,0.085,0.089,30.905,-0.264,-0.257,0
5896,sector restaurado,2004,2004-03-11,0.137,0.095,0.096,33.838,-0.232,-0.236,0
5896,sector restaurado,2004,2004-03-27,0.112,0.078,0.079,33.988,-0.234,-0.241,0
5896,sector restaurado,2004,2004-04-12,0.128,0.088,0.09,34.033,-0.23,-0.302,0
5896,sector restaurado,2004,2004-04-28,0.091,0.06,0.061,22.527,-0.196,-0.159,0
5896,sector restaurado,2004,2004-05-14,0.131,0.1,0.099,20.367,-0.227,-0.214,0
5896,sector restaurado,2004,2004-05-30,,,,,,,
5896,sector restaurado,2004,2004-06-15,0.112,0.08,0.081,19.164,-0.221,-0.203,0
5896,sector restaurado,2004,2004-07-01,,,,,,,
5896,sector restaurado,2004,2004-07-17,0.101,0.071,0.073,14.673,-0.2,-0.212,0
5896,sector restaurado,2004,2004-08-02,0.088,0.068,0.066,10.558,-0.194,-0.158,0
5896,sector restaurado,2004,2004-08-18,,,,,,,
5896,sector restaurado,2004,2004-09-03,0.111,0.075,0.076,29.825,-0.214,-0.22,0
5896,sector restaurado,2004,2004-09-19,0.093,0.068,0.068,29.716,-0.21,-0.206,0
5896,sector restaurado,2004,2004-10-05,0.104,0.075,0.076,37.522,-0.22,-0.224,0
5896,sector restaurado,2004,2004-10-21,0.095,0.068,0.069,40.578,-0.207,-0.218,0
5896,sector restaurado,2004,2004-11-06,0.104,0.077,0.078,41.217,-0.21,-0.197,0
5896,sector restaurado,2004,2004-11-22,0.099,0.073,0.073,43.312,-0.223,-0.205,0
5896,sector restaurado,2004,2004-12-08,0.105,0.078,0.077,48.669,-0.217,-0.227,0
5896,sector restaurado,2004,2004-12-24,0.099,0.072,0.071,46.925,-0.205,-0.222,0
5897,sector restaurado,2004,2004-01-07,0.207,0.125,0.129,30.413,-0.341,-0.233,0
5897,sector restaurado,2004,2004-01-23,0.157,0.111,0.112,44.307,-0.288,-0.272,0
5897,sector restaurado,2004,2004-02-08,,,,,,,
5897,sector restaurado,2004,2004-02-24,0.163,0.107,0.111,30.468,-0.278,-0.271,0
5897,sector restaurado,2004,2004-03-11,0.157,0.106,0.107,33.838,-0.254,-0.266,0
5897,sector restaurado,2004,2004-03-27,0.138,0.094,0.096,33.561,-0.261,-0.263,0
5897,sector restaurado,2004,2004-04-12,0.121,0.083,0.084,33.609,-0.227,-0.33,0
5897,sector restaurado,2004,2004-04-28,0.103,0.067,0.067,22.527,-0.192,-0.195,0
5897,sector restaurado,2004,2004-05-14,0.146,0.106,0.106,19.899,-0.246,-0.246,0
5897,sector restaurado,2004,2004-05-30,,,,,,,
5897,sector restaurado,2004,2004-06-15,0.114,0.078,0.08,18.197,-0.236,-0.229,0
5897,sector restaurado,2004,2004-07-01,,,,,,,
5897,sector restaurado,2004,2004-07-17,0.125,0.088,0.089,13.682,-0.253,-0.203,0
5897,sector restaurado,2004,2004-08-02,0.106,0.087,0.08,10.558,-0.198,-0.135,0
5897,sector restaurado,2004,2004-08-18,,,,,,,
5897,sector restaurado,2004,2004-09-03,0.14,0.093,0.095,29.387,-0.256,-0.216,0
5897,sector restaurado,2004,2004-09-19,0.13,0.093,0.095,28.844,-0.25,-0.212,0
5897,sector restaurado,2004,2004-10-05,0.124,0.088,0.09,37.109,-0.253,-0.23,0
5897,sector restaurado,2004,2004-10-21,0.119,0.087,0.088,40.178,-0.238,-0.221,0
5897,sector restaurado,2004,2004-11-06,0.11,0.08,0.083,40.814,-0.236,-0.219,0
5897,sector restaurado,2004,2004-11-22,0.104,0.079,0.078,42.919,-0.229,-0.226,0
5897,sector restaurado,2004,2004-12-08,0.122,0.09,0.09,48.269,-0.246,-0.237,0
5897,sector restaurado,2004,2004-12-24,0.13,0.094,0.094,46.925,-0.226,-0.245,0
5898,sector restaurado,2004,2004-01-07,0.242,0.145,0.15,30.413,-0.375,-0.21,0
5898,sector restaurado,2004,2004-01-23,0.172,0.122,0.122,43.88,-0.299,-0.274,0
5898,sector restaurado,2004,2004-02-08,,,,,,,
5898,sector restaurado,2004,2004-02-24,0.181,0.118,0.122,30.03,-0.291,-0.271,0
5898,sector restaurado,2004,2004-03-11,0.175,0.114,0.112,32.966,-0.261,-0.252,0
5898,sector restaurado,2004,2004-03-27,0.132,0.089,0.09,33.134,-0.251,-0.261,0
5898,sector restaurado,2004,2004-04-12,0.13,0.089,0.09,32.761,-0.241,-0.33,0
5898,sector restaurado,2004,2004-04-28,0.127,0.082,0.081,21.567,-0.226,-0.175,0
5898,sector restaurado,2004,2004-05-14,0.157,0.116,0.113,19.431,-0.277,-0.246,0
5898,sector restaurado,2004,2004-05-30,,,,,,,
5898,sector restaurado,2004,2004-06-15,0.142,0.098,0.097,17.219,-0.245,-0.241,0
5898,sector restaurado,2004,2004-07-01,,,,,,,
5898,sector restaurado,2004,2004-07-17,0.148,0.107,0.105,13.183,-0.211,-0.178,0
5898,sector restaurado,2004,2004-08-02,0.114,0.097,0.087,9.539,-0.201,-0.108,0
5898,sector restaurado,2004,2004-08-18,,,,,,,
5898,sector restaurado,2004,2004-09-03,0.154,0.096,0.1,28.509,-0.261,-0.223,0
5898,sector restaurado,2004,2004-09-19,0.134,0.092,0.094,27.969,-0.26,-0.227,0
5898,sector restaurado,2004,2004-10-05,0.152,0.108,0.11,36.278,-0.263,-0.225,0
5898,sector restaurado,2004,2004-10-21,0.14,0.101,0.101,38.965,-0.242,-0.222,0
5898,sector restaurado,2004,2004-11-06,0.13,0.094,0.095,40.004,-0.234,-0.218,0
5898,sector restaurado,2004,2004-11-22,0.135,0.101,0.098,42.126,-0.241,-0.227,0
5898,sector restaurado,2004,2004-12-08,0.146,0.107,0.108,47.062,-0.242,-0.227,0
5898,sector restaurado,2004,2004-12-24,0.124,0.088,0.089,46.539,-0.249,-0.248,0
6088,sector restaurado,2004,2004-01-07,0.119,0.08,0.082,30.409,-0.234,-0.133,0
6088,sector restaurado,2004,2004-01-23,0.1,0.078,0.076,44.307,-0.201,-0.122,0
6088,sector restaurado,2004,2004-02-08,,,,,,,
6088,sector restaurado,2004,2004-02-24,0.103,0.073,0.076,30.03,-0.221,-0.137,0
6088,sector restaurado,2004,2004-03-11,0.104,0.075,0.077,33.4,-0.2,-0.126,0
6088,sector restaurado,2004,2004-03-27,0.071,0.052,0.052,33.134,-0.192,-0.133,0
6088,sector restaurado,2004,2004-04-12,0.082,0.062,0.062,32.334,-0.208,-0.186,0
6088,sector restaurado,2004,2004-04-28,0.079,0.059,0.059,21.567,-0.18,-0.094,0
6088,sector restaurado,2004,2004-05-14,0.082,0.066,0.066,19.431,-0.208,-0.126,0
6088,sector restaurado,2004,2004-05-30,,,,,,,
